,index,image_link,group_id,entity_name,OCR Text,prediction
46480,46526,https://m.media-amazon.com/images/I/51SAWY5XagL.jpg,416664,width,"Turn on/off 2/4/6/8 hours timer MODE Flickering/Non-flickering Increase/Decrease brightness 9.8"" Powered by 2AAA batteries (Not Included) 0.78'",0.78 inches
46909,46955,https://m.media-amazon.com/images/I/51ScyWiIx7L.jpg,516127,width,,3.5 inches
47155,47202,https://m.media-amazon.com/images/I/51SvBwy67LL.jpg,932012,width,"Inside Mount 38"" 0.5 Window Depth>2.5"" Order Width=Blind Width=Window Width-0.25""(at least) 72 Outside Mount The actual fabric size will be 0.5""shorter than the blind width due to the top rail frame Order Width=Blind Width=Window Width+4""(at least)",38 inches
47169,47216,https://m.media-amazon.com/images/I/51Sx1-EFpXL.jpg,460806,width,,1.25 inches
47364,47411,https://m.media-amazon.com/images/I/51T8gYO8zEL.jpg,483370,width,"Product Size Figure Height : about 4.3"" Iphone X Height:about 5.5' 10:24 Tuesday.September 13 5.5""","The width of the object in the image is not explicitly provided in the product size information given. The measurements are only for the height, comparing to an iPhone X and another figure. To determine the exact width, one would need additional dimensions or a direct measurement tool at hand."
47869,47916,https://m.media-amazon.com/images/I/51Ti6iWkMdL.jpg,894599,width,"Max Clamping 2.16""",2.16 inches
48012,48059,https://m.media-amazon.com/images/I/51Tpjd17b+L.jpg,341157,width,4.3 Inches USB ... 480p,4.3 Inches
48656,48703,https://m.media-amazon.com/images/I/51UXj92Hz+L.jpg,154981,width, dedimed dealmed SMOOTH Table Paper SMOOTH Table ITEM Paper 782041 12 12 ROLLS ROLL WHITE 2X225FT ITEM# 782041 UEA WHITE 21X225 FT. USA,"21"""
48955,49002,https://m.media-amazon.com/images/I/51Uv2Ag3mVL.jpg,145452,width,2000 ml 1750 Awake 1500 3Active cm 1250 3Confident 1000 3Strong 750 Better 500 3Yourself 250 3Focused 3Life,26 cm
49002,49049,https://m.media-amazon.com/images/I/51UyjrBvwjL.jpg,362879,width,70mm 146mm 47mm KEY CHAIN WEIGHT ~25g KEY SHELL WEIGHT ~29G,"The width of the object, as indicated in the image, is 47mm."
49238,49285,https://m.media-amazon.com/images/I/51VDx0BidwS.jpg,945489,width,3JD-RFJl 8 10.8CM 1D 30ML 225 2 3,The width of the object in the image is 30 millimeters.
49520,49567,https://m.media-amazon.com/images/I/51VXFNaLt8L.jpg,521308,width,70 in 33 in 33 in,70 in
49588,49635,https://m.media-amazon.com/images/I/51Vdh3f228L.jpg,558806,width,"SIZE 3.1"" 2",3.1 inches
49619,49666,https://m.media-amazon.com/images/I/51VefRAQe3L.jpg,470067,width,"820 9.5"" 7.5"" 4.5"" 6""","The width of the object, as indicated in the image, is 7.5 inches."
49720,49767,https://m.media-amazon.com/images/I/51VlW00FX7L.jpg,611510,width,102 CM 76 CM,"The width of the object, as indicated by the measurement in the image, is 76 cm."
50238,50285,https://m.media-amazon.com/images/I/51WFwAezsBL.jpg,913156,width,4.5 99,"The width of the object in the image is 4.5 inches, as indicated by the measurement provided alongside the lantern."
50597,50644,https://m.media-amazon.com/images/I/51WfteCYUyL.jpg,244283,width,Veniliau createur de tendances,67.5 cm
50742,50789,https://m.media-amazon.com/images/I/51WpsHY2UlL.jpg,142748,width,Size 7.5 ft Color Red Material Polyester Pattern Square,7.5 ft
51325,51372,https://m.media-amazon.com/images/I/51XRkckQ5gL.jpg,433914,width,- 17 1.6,24 inches
51533,51580,https://m.media-amazon.com/images/I/51XgRqZ7SsL.jpg,347404,width,10 Pack 8.1 in 11.6 in 11 in,8.1 in
51885,51932,https://m.media-amazon.com/images/I/51Y3XxrDLfL.jpg,347404,width,8.7 10.25,10.25 inches
51908,51955,https://m.media-amazon.com/images/I/51Y4Cb+3SWL.jpg,119607,width,Height:8.66 Inch Thickness:1.77 Inch Width:4.83lnch Lamp bead A battery pack groove,4.83 inches
52020,52067,https://m.media-amazon.com/images/I/51YCiOdZwUL.jpg,846116,width,"About This Item Hight-7.5 CM Length-16CM High-Quality ABS Material And waterproof rubber Style:Shark fin(Shark fins, streamlined design makes the car more beautiful","The width of the object in the image is 7.5 cm, as indicated by one of the bullet points under ""About This Item""."
52135,52182,https://m.media-amazon.com/images/I/51YKSNCVTdL.jpg,752266,width,350 6.54cm 6.54cm,The width of the object in the image is 6.54 cm (approximately).
53070,53117,https://m.media-amazon.com/images/I/51ZMGqaPeeL.jpg,276611,width,"24[610] 23/2[596] [ 40] /8[40] 1/2[12/4[5] 3 91 8[40] 90 178 21[533] 7 3 /8[40] 30[762] [908]/ 21/8[550] 21/8[548] 19/2[496] 3' [09]8 23[583] 1/2[12] 1/212] /2[12] 21[534] 3[76] 918 B21 21"" B18 18"" 24[610] 8[15] B15 15"" 5%8[15] B12 12"" [91]8 B09 9"" 4[6] /4[6] Item Name W 146 /4[6]","30"""
53289,53336,https://m.media-amazon.com/images/I/51ZcjW6ogSL.jpg,849273,width,20',The width of the object in the image is 20 inches.
53603,53650,https://m.media-amazon.com/images/I/51a+dsyyn0L.jpg,816782,width,,"The width of the object, as indicated by the measurement in the image, is 75 centimeters."
53780,53827,https://m.media-amazon.com/images/I/51a91sHDeqL.jpg,526954,width,30X 10-30X25mm 3.5at 10X 2.0at 30X,25mm
53827,53874,https://m.media-amazon.com/images/I/51aBbcd+IqL.jpg,721542,width,Product Size PACKAGE BOX: 3 9' 8.2' 6.5' 20' 10',8.2'
54391,54438,https://m.media-amazon.com/images/I/51anq411awL.jpg,589105,width,20 14,"20"""
54529,54576,https://m.media-amazon.com/images/I/51axgD2MAWS.jpg,558806,width,Dimensions 6 lNCH 15 CM APPROX. 7.5 lNCH 19 CM APPROX.,6 inches (15 cm)
54784,54831,https://m.media-amazon.com/images/I/51bD1o7iXRL.jpg,312608,width,"Size King Size 5 FEET, Height 36 INCHES Material Wood, Fabric, Foam Frame Material Wood",5 FEET
55401,55449,https://m.media-amazon.com/images/I/51brteskCbL.jpg,526954,width,52 22,"52"""
55659,55707,https://m.media-amazon.com/images/I/51c6tJb4qDL.jpg,436746,width,2 sets H: 1.38',"The width of the object in the image is not directly measurable from the provided perspective. However, based on the standard dimensions for such objects and assuming it is a typical kitchen appliance part, one might estimate its width to be around 12 inches (30 cm), which is a common size for similar items like stove burner grids or oven racks. This estimation is made by considering the proportionality of the visible height measurement relative to the overall shape and known uses of such parts."
56010,56059,https://m.media-amazon.com/images/I/51cV66nNAnL.jpg,459271,width,V: 7.44mpg 17 3/16' 11 7/16' 11 7/16',"11 7/16"""
56127,56176,https://m.media-amazon.com/images/I/51cf65-p8UL.jpg,810266,width,,The width of the object in the image is 4 inches.
56567,56616,https://m.media-amazon.com/images/I/51d9SuzDiyL.jpg,886344,width,77.32' 15.94' 9.92,77.32 inches
57355,57404,https://m.media-amazon.com/images/I/51e2yE9yLdL.jpg,558806,width,6.5 in Birthdoy 6.6 in Suitable for decorating most cake sizes.,"The width of the object in the image is 6.5 inches, as indicated by the measurement on the right side of the graphic."
57449,57498,https://m.media-amazon.com/images/I/51e9cGSF4pL.jpg,311997,width,FIXED MOUNT 1031 3FT.X12INFIXEDMOUNTWIRESHELEKTCONTENTS 8 2 All-Purpose/Linen Shelf End Caps 12 in.Support 3 ft.Shelf Brackets 4 2 6 Wall Clips 0.25 in.Anchors 1in.Pins CLOSETMAID All hardware included,12 in.
57528,57577,https://m.media-amazon.com/images/I/51eF6Q+axJL.jpg,846116,width,Product Size 6.69 2.75,"6.69"""
58346,58398,https://m.media-amazon.com/images/I/51fCVV1ilhL.jpg,695925,width,- - I I - - I 5 1 - - I - I - - -- 4.125'---,4.125 inches
58520,58572,https://m.media-amazon.com/images/I/51fNlSdbdXL.jpg,932012,width,"Inside Mount 20"" 0.5 Window Depth>2.5"" Order Width=Blind Width=Window Width-0.25""(at least) 72 Outside Mount The actual fabric size will be 0.5""shorter than the blind width due to the top rail frame Order Width=Blind Width=Window Width+4""(at least)",The width of the object in the image is 20 inches.
58769,58821,https://m.media-amazon.com/images/I/51ffER3a9WS.jpg,810266,width,"3.3"" Capacity: 16 Oz","3.3"""
58839,58891,https://m.media-amazon.com/images/I/51fkqZEzBDL.jpg,468949,width,"SIMPLE SHOWER WALLS & BASE KIT Quick and easy replacement option for a standard 5'bath. Silicone caulk & drain included. Insert wall tabs into the shower base slots Low 2.6""high threshold","The width of the shower walls and base kit in the image is not directly measurable from the provided information. However, it is mentioned that the kit is designed for a standard 5' bath, which typically refers to a bathroom with a length of approximately 5 feet (60 inches). This suggests that the width could be around 36 inches or more to accommodate the space requirements of a typical shower area. To determine the exact width, one would need additional measurements or specifications not available in this particular image."
59110,59162,https://m.media-amazon.com/images/I/51g2ANdAafL.jpg,810266,width,4.1 in 3.1 in large capacity 12 OZ,"The width of the object, as indicated by the measurement provided in the image, is 3.1 inches."
59300,59352,https://m.media-amazon.com/images/I/51gEyeJBlPL.jpg,425150,width,"SIZE Flagpole is 5' in length, perfect size for displaying 3x5ft or 2x3ft flags. Flagpole collapses to 11in size for easy storage","The width of the flagpole is not explicitly stated in the image. However, it does indicate that the pole is 5 inches in length when fully extended and collapses to a size suitable for storage, which would typically be less than its full extended width. The exact width is not provided, but given standard designs, it could range from approximately 1 to 2 inches wide at the base where the grip and handle are attached. For precise measurements, one would need additional information or a scale reference within the image."
60004,60056,https://m.media-amazon.com/images/I/51h+tcf6PnL.jpg,597647,width,"Rod Length =12' Total Length=17"" Rectangular Guard Width = 2.5' Handle Length = 5'",2.5 inches
60374,60426,https://m.media-amazon.com/images/I/51hQC1XakZL.jpg,126471,width,"78"" 36"" SIZE CONVERSION CHART LENGTH WIDTH THICKNESS INCH 78 36 UPTO8 CENTIMETER 198 91 UP TO20 FEET 6.5 3 UPTO0.6",36 inches
60793,60845,https://m.media-amazon.com/images/I/51hrNSav6OL.jpg,396026,width,1.7 INCHES 2.1 INCHES,2.1 INCHES
60975,61027,https://m.media-amazon.com/images/I/51i47jqD8YL.jpg,648011,width,Zigbee B22 Smart Bulb Works with Alexa Philip Hue Sumsung SmartThings Hub 2.8in Echo Plus (2nd) Echo (4th Gen) Zigbee LED Bulb B22RGBCW+2700K+6500K 4.5WAC100-240V50/60HZ FCE ROHS Echo Studio Echo Show 10 (3rd Gen) 1.6n,2.8 inches
61192,61244,https://m.media-amazon.com/images/I/51iIHxJWICL.jpg,589105,width,4,"4"""
61362,61414,https://m.media-amazon.com/images/I/51iRf2il0DL.jpg,460806,width,,52mm
61505,61557,https://m.media-amazon.com/images/I/51ibfUVR5QL.jpg,521308,width,"Height:44Width:85 Depth:40""Weight:283lbs 85"" 44 40"" Copyright Ashley Furniture Industries","85"""
62282,62335,https://m.media-amazon.com/images/I/51jUPSnsbkL.jpg,208023,width,PHOTO FRAME 8x10 AMANTIART real wood made in the U.S.A.,8 inches
62326,62379,https://m.media-amazon.com/images/I/51jYqL79yML.jpg,104874,width,Size: SPOORS Folded Unfolded 10 10,5 inches
62439,62492,https://m.media-amazon.com/images/I/51jhg-rFSkL.jpg,558806,width,SIZE 2 4 6 3 IN 8 9101112131415,3 inches
62612,62665,https://m.media-amazon.com/images/I/51jxgR9R36L.jpg,483370,width,Product Size 7.87in,"The width of the object in the image, which is a plush toy, is 7.87 inches. This measurement is indicated by the arrow pointing to the right side of the toy's body, suggesting that the width extends from one end to the other along its horizontal axis."
62659,62712,https://m.media-amazon.com/images/I/51k+vcQnjqL.jpg,478357,width,24-Inch 17-Inch 23.63-Inch,"The width of the object, as indicated in the image, is 24 inches."
62705,62758,https://m.media-amazon.com/images/I/51k1VPqGjuL.jpg,483370,width,30.0cm Tall,30.0 cm
62855,62908,https://m.media-amazon.com/images/I/51kACZQJLTL.jpg,492950,width,cm 9,9 cm
63166,63219,https://m.media-amazon.com/images/I/51kTv4DYJbL.jpg,258617,width,"1.81"" 1.5"" 36PCS",The width of the object in the image is 1.81 inches.
63209,63262,https://m.media-amazon.com/images/I/51kWsJiG5bL.jpg,529606,width,AGLARY Natural Beeswax BEESWAX CANDLES AGLARY BEESWAX NATURAL Height:9 pack or 2,"The width of the object, which is a beeswax candle, cannot be precisely determined from the image provided as there are no clear measurements or references for scale. The packaging indicates that each candle has a height of 9 inches but does not provide information on its diameter or width. To accurately measure the width, one would need additional information or a reference object with known dimensions in the same frame."
63538,63593,https://m.media-amazon.com/images/I/51kuCwwpQ4L.jpg,434825,width,,"6"""
63828,63885,https://m.media-amazon.com/images/I/51lC3rIuLEL.jpg,558806,width,"Topper Size 4.5""",3 inches
63837,63894,https://m.media-amazon.com/images/I/51lCjrk-L3L.jpg,278850,width,#NAME?,9mm
63918,63975,https://m.media-amazon.com/images/I/51lHdDygATL.jpg,870865,width,"12"" A WARNING: CHOKING HAZARD-Sma pan 16","9"""
64254,64312,https://m.media-amazon.com/images/I/51lefiNjMML.jpg,173193,width,4.92,"The width of the object in the image is 4.92 inches, as indicated by the measurement line and arrow pointing to the top edge of the cylinder."
64386,64444,https://m.media-amazon.com/images/I/51lmyIHi5kL.jpg,468949,width,E 140mm 140mm 090mm 40mm 60mm 60mm D 8 T A Size mm A B C D E 1100x700 1095 695 40 60 140 1100x760 1095 695 40 60 140 1100x800 1095 795 40 60 140 1100x900 1095 895 40 60 140,The width of the object in the image is 140mm.
64707,64765,https://m.media-amazon.com/images/I/51m9gIorF0L.jpg,150535,width,17.5CM 3.5CM,"The width of the object in the image is 17.5 centimeters, as indicated by the measurement line labeled ""17.5CM"" above the topmost part of the circular plate."
65027,65086,https://m.media-amazon.com/images/I/51mWClQPEUL.jpg,558832,width,7.87 4.72 1.8,"The width of the object, as indicated in the image, is 4.72 inches."
65029,65088,https://m.media-amazon.com/images/I/51mWHLvRmGL.jpg,180410,width,"3.1"" Good Mood 0.7"" Iphone 13 Pro 4.0"" Weight: 60 Gram Pink Black Yellow Blue Purple","4.0"""
66138,66197,https://m.media-amazon.com/images/I/51niH8NumXS.jpg,927393,width,SUAE 8.5 CM,8.5 cm
66167,66226,https://m.media-amazon.com/images/I/51nkh2Iq3DL.jpg,483370,width,9.4 in,The width of the object in the image is 9.4 inches.
66230,66289,https://m.media-amazon.com/images/I/51nq+3gnsBL.jpg,846116,width,38.5CM 19CM,The width of the object in the image is 19 centimeters.
66473,66532,https://m.media-amazon.com/images/I/51o75KUeSAS.jpg,208023,width,7.5 in AORA ASHLE 5.5 in fits 5x7 photo,5.5 inches
66537,66596,https://m.media-amazon.com/images/I/51oCGDrA8TL.jpg,658003,width,Total Length: 32.8ft / 10m Weight: 122g 3.94 in/100 mm,"The width of the object in the image is 3.94 inches or 100 mm, as indicated by the measurement scale on the right side of the image."
66869,66928,https://m.media-amazon.com/images/I/51oYHFA-JzL.jpg,943839,width,"BOSCH 1,0 2600100373 4059952527659 Tools GmbH",20 mm
66904,66965,https://m.media-amazon.com/images/I/51obMPfJF3L.jpg,254046,width,DELUXE SQUIRT GUN METHOD OFUSE NO.1211,7 inches
67094,67155,https://m.media-amazon.com/images/I/51onpJ4U4EL.jpg,119607,width,"Nativity 16.75  18.5' Angels Letters 10.75 x 11.25' 16.75"" Tall","16.75"""
67105,67166,https://m.media-amazon.com/images/I/51ooAk++X0L.jpg,594224,width,CLASSIC 3,3 inches
67315,67376,https://m.media-amazon.com/images/I/51p2KaLH3AL.jpg,652661,width,Two Large Feeding Area 13.98/ 12.98 12.98,12.98 inches
67691,67752,https://m.media-amazon.com/images/I/51pRcuTm6QL.jpg,866516,width,TALL APPROXIMATELY8INCHES APPROXIMATELY3INCHESWIDE,3 inches
67714,67775,https://m.media-amazon.com/images/I/51pTueB8UtL.jpg,468949,width,Frente de banera Corredera 1 fijo+ 1 puerta cm adaptable apertura apertura 140 134-139 58-62 145 139-144 59-63 150 144-149 63-67 Altura 150 cm 155 149-154 64-68 160 154-159 68-72 165 159-164 69-73 170 164-169 71-75 adaptable 175 169-174 71-75 180 174-179 71-75 Made In Spain,140 cm
67741,67802,https://m.media-amazon.com/images/I/51pVKouv67L.jpg,278850,width,"Wood Handle 3.5"" Removable CopperSealHead 1.18""_","The width of the object, as indicated in the image, is 1.18 inches."
67984,68045,https://m.media-amazon.com/images/I/51pmfSnxf6S.jpg,172842,width,Dreathe Naturally Hunter 309012pk Premium Carbon Filters FilterMeasures 16x30 UPC 700814980344 MADEIN USA,"16"""
68055,68116,https://m.media-amazon.com/images/I/51psENfmgCL.jpg,292475,width,20cm Mixing Bowl - Pack of 2 eMKay R,20cm
68541,68602,https://m.media-amazon.com/images/I/51qL7UanyKS.jpg,483370,width,"Measurement method 90CM 35IN Manual measurement, please allow a little error,subject to the actual product",90CM
68627,68688,https://m.media-amazon.com/images/I/51qRrKnEnZL.jpg,721542,width,10' 20' 8.5' 6.5',20'
69171,69232,https://m.media-amazon.com/images/I/51r-CboZtzS.jpg,104874,width,5,5 inches
69188,69249,https://m.media-amazon.com/images/I/51r07N-1D4L.jpg,648011,width,60MM LIGHT UP IMAGE 108MM BulbType:A60 Watts:8W(Equivalent 80W) Voltage :220-240V Luminous Flux:800LM Beam Angle:360 1800k 8000k 16000k 2500k,60MM
69268,69329,https://m.media-amazon.com/images/I/51r53ixLhNL.jpg,396159,width,"37.5"" HIPHOP PANDA === 53 - - Premium Bamboo Baby Hooded Towel Sizes:37.5x37.5 H:53","37.5"""
69310,69374,https://m.media-amazon.com/images/I/51r7ujYeDLL.jpg,752266,width,43|cm,43 cm
69474,69538,https://m.media-amazon.com/images/I/51rIUSCbZjL.jpg,549052,width,"Fishing rod: 40-98CM, caterpillar replacement head: 16cm","The width of the fishing rod, as indicated in the image, is 40-98 centimeters. This measurement refers to the length of the rod and not its width or diameter."
70178,70242,https://m.media-amazon.com/images/I/51s2ArvG6-L.jpg,483370,width,Product size 11.8in ),"The width of the object in the image is not directly measurable from the provided perspective. However, the height measurement given as 11.8 inches can be used to estimate the width if we assume that the object is roughly proportionate in all dimensions. Without a clear view of the object's shape and assuming it has a rectangular or square base, one could infer that the width might be approximately equal to the height, making it around 11.8 inches wide. For an accurate measurement, a direct side view or additional measurements would be necessary."
70243,70307,https://m.media-amazon.com/images/I/51s6K86sWxL.jpg,486423,width,1.44' 8 17 17',The width of the object in the image is 17 inches.
70471,70535,https://m.media-amazon.com/images/I/51sQSA5p-mL.jpg,529606,width,"Jeka Grab-/Gedenk Kerze Motive ""Herz"" OUTDOOR HOHE: 21 CM Erinnerungen die unser niemals verloren + BRENNDAUER BIS ZU 7 TAGE FRIEDHOFSKERZE","The width of the object in the image is not explicitly provided. The dimensions given are for height only, which is 21 cm as indicated by the orange ruler icon on the right side of the image. Without additional information or a reference scale that includes width, it's not possible to determine the exact width from this image alone."
70628,70692,https://m.media-amazon.com/images/I/51sb66bTDvL.jpg,810266,width,NI8'6,9.8 inches
70923,70987,https://m.media-amazon.com/images/I/51svi-ngqdL.jpg,932289,width,44 Inch 9. vebro 12 Inch Methat hagyin INDOOR 281nch keshi ethat hayy OUTDOOR 14lnch,12 inches
71220,71285,https://m.media-amazon.com/images/I/51tHSnPKgNL.jpg,675680,width,17.5LX6W,"6"" W"
71229,71294,https://m.media-amazon.com/images/I/51tIGyAUfzL.jpg,793774,width,29.5-Inch,29.5-Inch
71417,71482,https://m.media-amazon.com/images/I/51tVvp0nzLL.jpg,784538,width,100 12' EL ELOTE,8 inches
72174,72239,https://m.media-amazon.com/images/I/51uJPkZq67L.jpg,667819,width,LA REGLA L TAMBIEN TIENE UN MARCADOR DE OJILLOS. PARA COLOCARLOS SIEMPRE A2CM.,2 cm
72328,72393,https://m.media-amazon.com/images/I/51uWE0x4qmL.jpg,120219,width,"Tita 2.6 "" 9",9 inches
73685,73751,https://m.media-amazon.com/images/I/51w1eakrjgL.jpg,886344,width,68.11' 15.75 9.45,68.11 inches
73791,73857,https://m.media-amazon.com/images/I/51w8cA2bhAL.jpg,846116,width,TWAYRDIO ww,43cm
74451,74517,https://m.media-amazon.com/images/I/51wtktOOaXL.jpg,292475,width,9.5' diameter tall,"The width of the object, which is the diameter of the bowl, is 9.5 inches."
74589,74655,https://m.media-amazon.com/images/I/51x-yWLJdBL.jpg,306956,width,"Heart Shape Cake Pop Shooter 2"" 4 7 X 50 Pack",2 inches
74694,74760,https://m.media-amazon.com/images/I/51x6hKtyrHL.jpg,464488,width,"Approximately 1.5"" tall",The width of the object is approximately 0.75 inches.
74750,74816,https://m.media-amazon.com/images/I/51xB+i+AM3L.jpg,844474,width,Lightweight Design Eco-friendly fabric Ergonomic design Wear-resistant YUNONGE 50CM 24CM Can hold a 15.6-inch laptop 34CM,34CM
75406,75472,https://m.media-amazon.com/images/I/51xyKp9XbKL.jpg,529606,width,7.8lnch(20cm) Burn time:4 hours 0.82lnch(2.1cm),0.82 inch (2.1 cm)
76263,76332,https://m.media-amazon.com/images/I/51ywolgdoXL.jpg,816782,width,2'ft. 10' ft.,2' ft
76265,76334,https://m.media-amazon.com/images/I/51ywr-prLFL.jpg,478357,width,"40 16""in 40cm 56cm 22in 16""in 40.cm",40 cm
76441,76510,https://m.media-amazon.com/images/I/51z5uubBStL.jpg,810266,width,"14oz 2.5"" 7-3/4' 5 oz","2.5"""
76602,76671,https://m.media-amazon.com/images/I/51zIS9tMjzL.jpg,494658,width,Z 14,"14"""
76691,76760,https://m.media-amazon.com/images/I/51zOMWmAO9L.jpg,362879,width,PRODUCT DATA 70mm 38mm KEYCHAIN WEIGHT 25G KEYSHELL WEIGHT 40G,38mm
76904,76973,https://m.media-amazon.com/images/I/51zdWLPvsdL.jpg,442321,width,"23.6"" 47.2"" 27.5-29.5"" 17.7 29.5"" 42.5"" 23.6-25.5'",47.2 inches
77470,77539,https://m.media-amazon.com/images/I/61+8luPrR4L.jpg,675317,width,Width 0.4' 5 5 Handle Length Screw Hole 9 Spacing,"0.4"""
77708,77777,https://m.media-amazon.com/images/I/61+HZlg1QCL.jpg,192915,width,4.9' 4.9',4.9 inches
77976,78045,https://m.media-amazon.com/images/I/61+RFxWJm+L.jpg,695925,width,Juattro Juattro horbn horbny Bor diam,70 mm
78074,78143,https://m.media-amazon.com/images/I/61+Ul47Te6L.jpg,986932,width,VERSATILE FUNCTIONALITY 5-INCHSTRAIGHTEXTENSION AND 214-INCH45ELOBDWSALLOWFOR MULTIPLECONFIGURATIONSDESIGNEDTO ACCOMWODATEMOST VEHICLESONTHE MARKET FITSYOURVEHICLE PERFORM TESTS & F REFILL FLOIDS,5 inches
78081,78150,https://m.media-amazon.com/images/I/61+VE4t+PQL.jpg,437623,width,"LIltra-PRO 25 The Standard in Safe Storage PACK 4""x6"" Photo Pages Holds 1504x6Photos Fits 8/x113-Ring or Postbound Scrapbook Albums .Archival Safe Acid and PVC Free Ultra Clear",4 inches
78258,78327,https://m.media-amazon.com/images/I/61+czkKvUlL.jpg,529606,width,5.5 in 6PCS CANDLES SET 1.25 in,The width of the object in the image is 1.25 inches.
78479,78548,https://m.media-amazon.com/images/I/61+n32xqwqL.jpg,478357,width,20.13-inch 30-inch 50-inch,30-inch
78579,78648,https://m.media-amazon.com/images/I/61+qs4Y2edL.jpg,776220,width,6.5 FEATURES Powered Coated to Prevent Rust 11 Hanging Loop for Easy Storage.,"6.5"""
78630,78699,https://m.media-amazon.com/images/I/61+t+ih4N8L.jpg,483370,width,"Product Size Figure Height : about 3.9"" Iphone X Height : about 5.5"" 10:24 Tuesday,September'13 5.5""","The width of the object in the image is not directly provided. However, since the height of the figure is given as approximately 3.9 inches and the iPhone X's height is about 5.5 inches, one could infer that the figure's width might be less than its height if it follows a typical proportions for such collectible figures. Without additional measurements or information on the aspect ratio, an exact width cannot be determined from this image alone."
78765,78834,https://m.media-amazon.com/images/I/61+yPjMC-ML.jpg,705487,width,Size 8'x10' Color Clear Water Resistance Level Waterproof,8 inches
78888,78957,https://m.media-amazon.com/images/I/61-2ESqxDGL.jpg,130202,width,iY-IX 10 in NO SMOKING VAPING THANK YOU iSYIX.OMPat#ALNOSMK7X10 7 in,7 in
78895,78964,https://m.media-amazon.com/images/I/61-2kRO94pL.jpg,433914,width,"MEASUBEYOUR DOOR FIRST! 95"" 34"" SCREEN SIZE: 36 x96' DO0R SIZE: 34""x95' FITDOOR SIZE34""x95""OR LESS",34”
78952,79021,https://m.media-amazon.com/images/I/61-58X1t+jL.jpg,931856,width,13.8 Inch 8 Bundles,"The width of the object in the image is 13.8 inches, as indicated by the label next to the main cluster of black objects."
79001,79070,https://m.media-amazon.com/images/I/61-70-tKYsL.jpg,205842,width,"Total length:41"" Knife handle:10.5"". Scabbard:30.5"" Blade:30"" Blade thickness:0.28' 5 5 10. Blade width:1.38' 53 30.5 55 30 Knife handle:ABS Scabbard:AbS Blade:Bamboo",1.38 inches
79264,79333,https://m.media-amazon.com/images/I/61-HYj8fdOL.jpg,106003,width,"Hello Kitty 4.3 in 3.5 in Product Size: Length9cm,width11 size,thickness3cm weight 0.12 ib Open method: zipper Fabric: PU internal: 4 card slots,zipped coin pocket,2 bill slots Note: There are errors in manual measurement.pleaserefer to the actual size",11 cm
79357,79426,https://m.media-amazon.com/images/I/61-L05gij0L.jpg,464488,width,3 ) 2 ),"2"""
79365,79434,https://m.media-amazon.com/images/I/61-LAbrXWTL.jpg,488883,width,"10.83"" 7.28"" 11.42 4.33","7.28"""
79506,79575,https://m.media-amazon.com/images/I/61-P9iIi-pL.jpg,944936,width,100% con PCW recycled paper Proudly made in the USA Wations! Sustainably printed on 11/ extra-thick Syouz card stock DID IT!,"5"""
79702,79771,https://m.media-amazon.com/images/I/61-WMqnti0L.jpg,695925,width,23 CM Diameter UfiniteTM 9 Number,23 cm
79829,79898,https://m.media-amazon.com/images/I/61-bCXVKUjL.jpg,493268,width,"Threaded Arbor 5/8 Inch 11 threaded arbor for angle grinders. MAX RPM 12,500 Widely Used Theanglegrinder wire wheel will allow both light. dutyand heavy duty conditioning works on metals,. woodsor others,It is ideal for removing rust, paint,. corrosion, burrs easy to working on large and tight spaces",5/8 Inch
79837,79906,https://m.media-amazon.com/images/I/61-bhnr4LIL.jpg,931856,width,"Natural-Looking Flowers 9.5"" Hemp Rope HandIe","9.5"""
80296,80365,https://m.media-amazon.com/images/I/61-tOogxotL.jpg,142748,width,uy Umbrella Weight:450G Umbrella Dlameter:Big UPF Value:50+ Windproof:Strong 47.2 IN 31.9IN C,47.2 IN
80302,80371,https://m.media-amazon.com/images/I/61-tW5x4yRL.jpg,847223,width,3 Cups Capacity 9.8' 1.8 Made for Medium & Large Breeds,"9.8"""
80445,80514,https://m.media-amazon.com/images/I/61-zVxnTBWL.jpg,477578,width,0.27 0.078 1.77,"1.77"""
81313,81382,https://m.media-amazon.com/images/I/610TaocjwoL.jpg,529606,width,3.5 YDNE Pure CANDLECO Soy Clove Pomander Made in the USA 2.9' Soy wax lasts approximately 30%-50% 7.5 oz. longer than paraffin,"2.9"""
81374,81443,https://m.media-amazon.com/images/I/610VO+koOvL.jpg,931856,width,37.5 12 pcs,"The width of the object in the image is not directly measurable from the provided perspective. The dimensions given are for the height, which is 37.5 inches. To determine the width, one would need a view that shows the full diameter or breadth of the object. Since such information is not available in this particular shot, it cannot be accurately determined from the image alone."
81395,81464,https://m.media-amazon.com/images/I/610VuWwUVEL.jpg,142748,width,PERFECT SIZE 45 9 ribs WINDPROOF DOUBLE CANOPY,"45"""
81492,81561,https://m.media-amazon.com/images/I/610a820HdvL.jpg,529606,width,Smokeless Soy wax Burning time: 4x4Oz 4x22-26h 1.96 2.6,2.6 inches
